EmpID,EmployeeEmail,EmploymentStatus,ExitDate,Account_id,AccountEmail,AccountCreatedAt,AccountUpdatedAt,Role
EMP002174,rohit.singh.2174@company.com,Exited,2018-02-04,6a8589dbe44c4693789d8bfb,rohit.singh.2174@company.com,2026-08-19T10:46:33.234111+00:00,2026-08-19T10:46:33.234111+00:00,EMPLOYEE
EMP002228,esha.hegde.2228@company.com,Exited,2021-06-13,6a8589dbe44c4693789d8c00,esha.hegde.2228@company.com,2026-08-19T10:46:34.672948+00:00,2026-08-19T10:46:34.672948+00:00,EMPLOYEE
EMP002017,sahana.kumar.2017@company.com,Exited,2024-01-24,6a8589dbe44c4693789d8c0b,sahana.kumar.2017@company.com,2026-08-19T10:46:37.975286+00:00,2026-08-19T10:46:37.975286+00:00,EMPLOYEE
EMP002141,arjun.banerjee.2141@company.com,Exited,2026-01-23,6a8589dbe44c4693789d8c12,arjun.banerjee.2141@company.com,2026-08-19T10:46:39.739811+00:00,2026-08-19T10:46:39.739811+00:00,EMPLOYEE
EMP002227,diya.chatterjee.2227@company.com,Exited,2021-10-06,6a8589dbe44c4693789d8c17,diya.chatterjee.2227@company.com,2026-08-19T10:46:40.977243+00:00,2026-08-19T10:46:40.977243+00:00,EMPLOYEE
EMP002003,meera.shah.2003@company.com,Exited,2025-02-04,6a8589dbe44c4693789d8c1d,meera.shah.2003@company.com,2026-08-19T10:46:42.453001+00:00,2026-08-19T10:46:42.453001+00:00,EMPLOYEE
EMP002273,madhav.menon.2273@company.com,Exited,2023-11-30,6a8589dbe44c4693789d8c2a,madhav.menon.2273@company.com,2026-08-19T10:46:45.936540+00:00,2026-08-19T10:46:45.936540+00:00,EMPLOYEE
EMP002298,ananya.agarwal.2298@company.com,Exited,2024-10-17,6a8589dbe44c4693789d8c2c,ananya.agarwal.2298@company.com,2026-08-19T10:46:47.178637+00:00,2026-08-19T10:46:47.178637+00:00,EMPLOYEE
EMP002317,lakshmi.kumar.2317@company.com,Exited,2023-01-31,6a8589dbe44c4693789d8c2f,lakshmi.kumar.2317@company.com,2026-08-19T10:46:48.216866+00:00,2026-08-19T10:46:48.216866+00:00,EMPLOYEE
EMP002072,harish.joseph.2072@company.com,Exited,2025-11-21,6a8589dbe44c4693789d8c3a,harish.joseph.2072@company.com,2026-08-19T10:46:51.093646+00:00,2026-08-19T10:46:51.093646+00:00,EMPLOYEE
EMP002326,pranav.varma.2326@company.com,Exited,2020-09-27,6a8589dbe44c4693789d8c46,pranav.varma.2326@company.com,2026-08-19T10:46:54.441759+00:00,2026-08-19T10:46:54.441759+00:00,EMPLOYEE
EMP002074,ishaan.singh.2074@company.com,Exited,2022-03-25,6a8589dbe44c4693789d8c61,ishaan.singh.2074@company.com,2026-08-19T10:47:01.774008+00:00,2026-08-19T10:47:01.774008+00:00,EMPLOYEE
EMP002041,pradeep.banerjee.2041@company.com,Exited,2025-09-20,6a8589dbe44c4693789d8c73,pradeep.banerjee.2041@company.com,2026-08-19T10:47:06.395939+00:00,2026-08-19T10:47:06.395939+00:00,EMPLOYEE
EMP002341,varun.banerjee.2341@company.com,Exited,2025-04-01,6a8589dbe44c4693789d8c8b,varun.banerjee.2341@company.com,2026-08-19T10:47:12.656753+00:00,2026-08-19T10:47:12.656753+00:00,EMPLOYEE
EMP002364,siddharth.prasad.2364@company.com,Exited,2023-05-20,6a8589dbe44c4693789d8c8d,siddharth.prasad.2364@company.com,2026-08-19T10:47:13.163998+00:00,2026-08-19T10:47:13.163998+00:00,EMPLOYEE
EMP002331,riya.gupta.2331@company.com,Exited,2023-09-05,6a8589dbe44c4693789d8ca3,riya.gupta.2331@company.com,2026-08-19T10:47:18.949445+00:00,2026-08-19T10:47:18.949445+00:00,EMPLOYEE
EMP002442,shyam.yadav.2442@company.com,Exited,2024-12-19,6a8589dbe44c4693789d8ca6,shyam.yadav.2442@company.com,2026-08-19T10:47:19.720958+00:00,2026-08-19T10:47:19.720958+00:00,EMPLOYEE
EMP002534,amara.mukherjee.2534@company.com,Exited,2018-11-14,6a8589dbe44c4693789d8cac,amara.mukherjee.2534@company.com,2026-08-19T10:47:21.281873+00:00,2026-08-19T10:47:21.281873+00:00,EMPLOYEE
EMP002636,mohan.george.2636@company.com,Exited,2025-04-06,6a8589dbe44c4693789d8cb1,mohan.george.2636@company.com,2026-08-19T10:47:22.599989+00:00,2026-08-19T10:47:22.599989+00:00,EMPLOYEE
EMP002388,harish.kapoor.2388@company.com,Exited,2026-03-29,6a8589dbe44c4693789d8cc1,harish.kapoor.2388@company.com,2026-08-19T10:47:28.183981+00:00,2026-08-19T10:47:28.183981+00:00,EMPLOYEE
EMP002461,chetan.malhotra.2461@company.com,Exited,2024-11-23,6a8589dbe44c4693789d8cc5,chetan.malhotra.2461@company.com,2026-08-19T10:47:29.224478+00:00,2026-08-19T10:47:29.224478+00:00,EMPLOYEE
EMP002520,shalini.sinha.2520@company.com,Exited,2026-06-03,6a8589dbe44c4693789d8cca,shalini.sinha.2520@company.com,2026-08-19T10:47:30.691818+00:00,2026-08-19T10:47:30.691818+00:00,EMPLOYEE
EMP002589,madhav.bose.2589@company.com,Exited,2026-04-26,6a8589dbe44c4693789d8cce,madhav.bose.2589@company.com,2026-08-19T10:47:31.889015+00:00,2026-08-19T10:47:31.889015+00:00,EMPLOYEE
EMP002631,kiran.gupta.2631@company.com,Exited,2026-02-04,6a8589dbe44c4693789d8cd5,kiran.gupta.2631@company.com,2026-08-19T10:47:33.732769+00:00,2026-08-19T10:47:33.732769+00:00,EMPLOYEE
EMP002738,vivek.kapoor.2738@company.com,Exited,2022-01-30,6a8589dbe44c4693789d8cdc,vivek.kapoor.2738@company.com,2026-08-19T10:47:36.090802+00:00,2026-08-19T10:47:36.090802+00:00,EMPLOYEE
EMP002782,gaurav.das.2782@company.com,Exited,2020-05-27,6a8589dbe44c4693789d8cdf,gaurav.das.2782@company.com,2026-08-19T10:47:36.839740+00:00,2026-08-19T10:47:36.839740+00:00,EMPLOYEE
EMP002624,gaurav.singh.2624@company.com,Exited,2026-02-03,6a8589dbe44c4693789d8d03,gaurav.singh.2624@company.com,2026-08-19T10:47:45.991539+00:00,2026-08-19T10:47:45.991539+00:00,EMPLOYEE
EMP002645,raj.mehta.2645@company.com,Exited,2025-05-24,6a8589dbe44c4693789d8d04,raj.mehta.2645@company.com,2026-08-19T10:47:46.248155+00:00,2026-08-19T10:47:46.248155+00:00,EMPLOYEE
EMP002654,srinivas.bhat.2654@company.com,Exited,2025-12-17,6a8589dbe44c4693789d8d06,srinivas.bhat.2654@company.com,2026-08-19T10:47:46.793612+00:00,2026-08-19T10:47:46.793612+00:00,EMPLOYEE
EMP002655,swathi.jain.2655@company.com,Exited,2020-12-03,6a8589dbe44c4693789d8d07,swathi.jain.2655@company.com,2026-08-19T10:47:47.035803+00:00,2026-08-19T10:47:47.035803+00:00,EMPLOYEE
EMP002711,krishna.malhotra.2711@company.com,Exited,2026-07-11,6a8589dbe44c4693789d8d0b,krishna.malhotra.2711@company.com,2026-08-19T10:47:48.057710+00:00,2026-08-19T10:47:48.057710+00:00,EMPLOYEE
EMP002726,riya.varma.2726@company.com,Exited,2017-11-12,6a8589dbe44c4693789d8d0d,riya.varma.2726@company.com,2026-08-19T10:47:48.553977+00:00,2026-08-19T10:47:48.553977+00:00,EMPLOYEE
EMP002737,vikram.iyer.2737@company.com,Exited,2025-12-14,6a8589dbe44c4693789d8d0e,vikram.iyer.2737@company.com,2026-08-19T10:47:48.799870+00:00,2026-08-19T10:47:48.799870+00:00,EMPLOYEE
EMP002979,anjali.mathew.2979@company.com,Exited,2022-10-29,6a8589dbe44c4693789d8d1e,anjali.mathew.2979@company.com,2026-08-19T10:47:53.008307+00:00,2026-08-19T10:47:53.008307+00:00,EMPLOYEE
EMP002387,gaurav.iyer.2387@company.com,Exited,2024-05-15,6a8589dbe44c4693789d8d21,gaurav.iyer.2387@company.com,2026-08-19T10:47:53.845916+00:00,2026-08-19T10:47:53.845916+00:00,EMPLOYEE
EMP002889,shreya.bose.2889@company.com,Exited,2024-02-17,6a858a6ce44c4693789d8d46,shreya.bose.2889@company.com,2026-08-19T10:48:07.205524+00:00,2026-08-19T10:48:07.205524+00:00,EMPLOYEE
EMP002931,arjun.gupta.2931@company.com,Exited,2026-07-02,6a858a6ce44c4693789d8d4b,arjun.gupta.2931@company.com,2026-08-19T10:48:08.587243+00:00,2026-08-19T10:48:08.587243+00:00,EMPLOYEE
EMP002949,lakshmi.pandey.2949@company.com,Exited,2024-09-11,6a858a6ce44c4693789d8d4c,lakshmi.pandey.2949@company.com,2026-08-19T10:48:08.853731+00:00,2026-08-19T10:48:08.853731+00:00,EMPLOYEE
EMP002538,ashwin.kapoor.2538@company.com,Exited,2025-02-23,6a858a6ce44c4693789d8d59,ashwin.kapoor.2538@company.com,2026-08-19T10:48:12.425868+00:00,2026-08-19T10:48:12.425868+00:00,EMPLOYEE
EMP002544,esha.verma.2544@company.com,Exited,2023-06-27,6a858a6ce44c4693789d8d5a,esha.verma.2544@company.com,2026-08-19T10:48:12.672984+00:00,2026-08-19T10:48:12.672984+00:00,EMPLOYEE
EMP002553,krishna.shah.2553@company.com,Exited,2025-07-02,6a858a6ce44c4693789d8d5d,krishna.shah.2553@company.com,2026-08-19T10:48:13.491030+00:00,2026-08-19T10:48:13.491030+00:00,EMPLOYEE
EMP002686,vishal.george.2686@company.com,Exited,2024-07-11,6a858a6ce44c4693789d8d61,vishal.george.2686@company.com,2026-08-19T10:48:14.562679+00:00,2026-08-19T10:48:14.562679+00:00,EMPLOYEE
EMP002912,rohan.kulkarni.2912@company.com,Exited,2026-06-18,6a858a6ce44c4693789d8d74,rohan.kulkarni.2912@company.com,2026-08-19T10:48:19.799052+00:00,2026-08-19T10:48:19.799052+00:00,EMPLOYEE
EMP002445,surya.mehta.2445@company.com,Exited,2025-05-24,6a858a6ce44c4693789d8d7f,surya.mehta.2445@company.com,2026-08-19T10:48:23.589873+00:00,2026-08-19T10:48:23.589873+00:00,EMPLOYEE
EMP002633,lakshmi.krishnan.2633@company.com,Exited,2026-06-28,6a858a6ce44c4693789d8d88,lakshmi.krishnan.2633@company.com,2026-08-19T10:48:25.841252+00:00,2026-08-19T10:48:25.841252+00:00,EMPLOYEE
EMP002648,rohit.agarwal.2648@company.com,Exited,2019-08-09,6a858a6ce44c4693789d8d89,rohit.agarwal.2648@company.com,2026-08-19T10:48:26.096646+00:00,2026-08-19T10:48:26.096646+00:00,EMPLOYEE
EMP002902,divya.patel.2902@company.com,Exited,2026-06-10,6a858a6ce44c4693789d8d95,divya.patel.2902@company.com,2026-08-19T10:48:29.881981+00:00,2026-08-19T10:48:29.881981+00:00,EMPLOYEE
EMP002986,monica.george.2986@company.com,Exited,2024-12-12,6a858a6ce44c4693789d8d9c,monica.george.2986@company.com,2026-08-19T10:48:31.805230+00:00,2026-08-19T10:48:31.805230+00:00,EMPLOYEE
EMP002380,ashwin.nair.2380@company.com,Exited,2025-12-12,6a858a6ce44c4693789d8d9e,ashwin.nair.2380@company.com,2026-08-19T10:48:32.304011+00:00,2026-08-19T10:48:32.304011+00:00,EMPLOYEE
EMP002496,srinivas.pillai.2496@company.com,Exited,2026-03-08,6a858a6ce44c4693789d8da8,srinivas.pillai.2496@company.com,2026-08-19T10:48:34.983125+00:00,2026-08-19T10:48:34.983125+00:00,EMPLOYEE
EMP002752,pradeep.patel.2752@company.com,Exited,2026-07-18,6a858a6ce44c4693789d8dbc,pradeep.patel.2752@company.com,2026-08-19T10:48:41.483158+00:00,2026-08-19T10:48:41.483158+00:00,EMPLOYEE
EMP002402,neha.patel.2402@company.com,Exited,2023-06-10,6a858a6ce44c4693789d8dcf,neha.patel.2402@company.com,2026-08-19T10:48:46.679337+00:00,2026-08-19T10:48:46.679337+00:00,EMPLOYEE
EMP002598,sameer.agarwal.2598@company.com,Exited,2025-08-30,6a858a6ce44c4693789d8dda,sameer.agarwal.2598@company.com,2026-08-19T10:48:49.950540+00:00,2026-08-19T10:48:49.950540+00:00,EMPLOYEE
EMP002835,sameer.tripathi.2835@company.com,Exited,2025-10-02,6a858a6ce44c4693789d8dec,sameer.tripathi.2835@company.com,2026-08-19T10:48:54.580697+00:00,2026-08-19T10:48:54.580697+00:00,EMPLOYEE
EMP002440,sameer.naidu.2440@company.com,Exited,2019-10-24,6a858a6ce44c4693789d8df8,sameer.naidu.2440@company.com,2026-08-19T10:48:57.573719+00:00,2026-08-19T10:48:57.573719+00:00,EMPLOYEE
EMP002453,akash.shah.2453@company.com,Exited,2025-07-11,6a858a6ce44c4693789d8dfb,akash.shah.2453@company.com,2026-08-19T10:48:58.440624+00:00,2026-08-19T10:48:58.440624+00:00,EMPLOYEE
EMP002827,manasa.chatterjee.2827@company.com,Exited,2026-05-25,6a858a6ce44c4693789d8e09,manasa.chatterjee.2827@company.com,2026-08-19T10:49:02.034317+00:00,2026-08-19T10:49:02.034317+00:00,EMPLOYEE
EMP002865,jahnavi.roy.2865@company.com,Exited,2025-11-22,6a858a6ce44c4693789d8e0a,jahnavi.roy.2865@company.com,2026-08-19T10:49:02.280877+00:00,2026-08-19T10:49:02.280877+00:00,EMPLOYEE
EMP002907,monica.thomas.2907@company.com,Exited,2026-05-20,6a858a6ce44c4693789d8e0e,monica.thomas.2907@company.com,2026-08-19T10:49:03.383541+00:00,2026-08-19T10:49:03.383541+00:00,EMPLOYEE
EMP002944,jahnavi.verma.2944@company.com,Exited,2024-07-01,6a858a6ce44c4693789d8e0f,jahnavi.verma.2944@company.com,2026-08-19T10:49:03.638306+00:00,2026-08-19T10:49:03.638306+00:00,EMPLOYEE
EMP002491,sahana.banerjee.2491@company.com,Exited,2025-07-24,6a858a6ce44c4693789d8e17,sahana.banerjee.2491@company.com,2026-08-19T10:49:05.653210+00:00,2026-08-19T10:49:05.653210+00:00,EMPLOYEE
EMP002878,pooja.hegde.2878@company.com,Exited,2019-08-23,6a858a6ce44c4693789d8e35,pooja.hegde.2878@company.com,2026-08-19T10:49:14.174311+00:00,2026-08-19T10:49:14.174311+00:00,EMPLOYEE
EMP002898,zoya.agarwal.2898@company.com,Exited,2023-04-15,6a858a6ce44c4693789d8e36,zoya.agarwal.2898@company.com,2026-08-19T10:49:14.430991+00:00,2026-08-19T10:49:14.430991+00:00,EMPLOYEE
EMP002959,priya.rao.2959@company.com,Exited,2026-03-05,6a858a6ce44c4693789d8e3c,priya.rao.2959@company.com,2026-08-19T10:49:15.942708+00:00,2026-08-19T10:49:15.942708+00:00,EMPLOYEE
EMP002969,sneha.desai.2969@company.com,Exited,2026-06-20,6a858a6ce44c4693789d8e3d,sneha.desai.2969@company.com,2026-08-19T10:49:16.187585+00:00,2026-08-19T10:49:16.187585+00:00,EMPLOYEE
EMP002590,manasa.naidu.2590@company.com,Exited,2025-10-13,6a858a6ce44c4693789d8e45,manasa.naidu.2590@company.com,2026-08-19T10:49:18.214215+00:00,2026-08-19T10:49:18.214215+00:00,EMPLOYEE
EMP002872,meera.joseph.2872@company.com,Exited,2019-07-23,6a858a6ce44c4693789d8e57,meera.joseph.2872@company.com,2026-08-19T10:49:22.801443+00:00,2026-08-19T10:49:22.801443+00:00,EMPLOYEE
EMP002532,akash.das.2532@company.com,Exited,2017-11-28,6a858a6ce44c4693789d8e69,akash.das.2532@company.com,2026-08-19T10:49:27.484841+00:00,2026-08-19T10:49:27.484841+00:00,EMPLOYEE
EMP002551,kavya.sharma.2551@company.com,Exited,2022-10-01,6a858a6ce44c4693789d8e6a,kavya.sharma.2551@company.com,2026-08-19T10:49:27.733132+00:00,2026-08-19T10:49:27.733132+00:00,EMPLOYEE
EMP002623,esha.menon.2623@company.com,Exited,2023-03-10,6a858a6ce44c4693789d8e6b,esha.menon.2623@company.com,2026-08-19T10:49:27.980376+00:00,2026-08-19T10:49:27.980376+00:00,EMPLOYEE
EMP002794,mohan.verma.2794@company.com,Exited,2025-07-04,6a858a6ce44c4693789d8e6f,mohan.verma.2794@company.com,2026-08-19T10:49:29.048397+00:00,2026-08-19T10:49:29.048397+00:00,EMPLOYEE
EMP002977,zoya.chatterjee.2977@company.com,Exited,2026-03-17,6a858a6ce44c4693789d8e78,zoya.chatterjee.2977@company.com,2026-08-19T10:49:31.524909+00:00,2026-08-19T10:49:31.524909+00:00,EMPLOYEE
EMP002674,reshma.singh.2674@company.com,Exited,2025-11-16,6a858a6ce44c4693789d8e8a,reshma.singh.2674@company.com,2026-08-19T10:49:36.292794+00:00,2026-08-19T10:49:36.292794+00:00,EMPLOYEE
EMP002804,rakesh.bhat.2804@company.com,Exited,2025-06-23,6a858a6ce44c4693789d8e92,rakesh.bhat.2804@company.com,2026-08-19T10:49:38.630499+00:00,2026-08-19T10:49:38.630499+00:00,EMPLOYEE
EMP002386,esha.george.2386@company.com,Exited,2023-06-20,6a858a6ce44c4693789d8e9b,esha.george.2386@company.com,2026-08-19T10:49:41.069687+00:00,2026-08-19T10:49:41.069687+00:00,EMPLOYEE
EMP002582,zoya.das.2582@company.com,Exited,2026-04-26,6a858a6ce44c4693789d8eaf,zoya.das.2582@company.com,2026-08-19T10:49:46.408486+00:00,2026-08-19T10:49:46.408486+00:00,EMPLOYEE
EMP002620,deepa.sinha.2620@company.com,Exited,2023-07-21,6a858a6ce44c4693789d8eb0,deepa.sinha.2620@company.com,2026-08-19T10:49:46.675752+00:00,2026-08-19T10:49:46.675752+00:00,EMPLOYEE
EMP002832,reshma.das.2832@company.com,Exited,2026-02-12,6a858a6ce44c4693789d8eba,reshma.das.2832@company.com,2026-08-19T10:49:50.236840+00:00,2026-08-19T10:49:50.236840+00:00,EMPLOYEE
EMP002891,srinivas.banerjee.2891@company.com,Exited,2025-10-17,6a858a6ce44c4693789d8ebc,srinivas.banerjee.2891@company.com,2026-08-19T10:49:50.757919+00:00,2026-08-19T10:49:50.757919+00:00,EMPLOYEE
EMP002416,sneha.reddy.2416@company.com,Exited,2025-10-20,6a858a6ce44c4693789d8ec4,sneha.reddy.2416@company.com,2026-08-19T10:49:53.576627+00:00,2026-08-19T10:49:53.576627+00:00,EMPLOYEE
EMP002609,aditi.rao.2609@company.com,Exited,2026-03-09,6a858a6ce44c4693789d8ed5,aditi.rao.2609@company.com,2026-08-19T10:49:59.401740+00:00,2026-08-19T10:49:59.401740+00:00,EMPLOYEE
EMP002665,divya.roy.2665@company.com,Exited,2024-01-31,6a858a6ce44c4693789d8ed7,divya.roy.2665@company.com,2026-08-19T10:50:00.248983+00:00,2026-08-19T10:50:00.248983+00:00,EMPLOYEE
EMP002721,pranav.gowda.2721@company.com,Exited,2026-04-29,6a858a6ce44c4693789d8ede,pranav.gowda.2721@company.com,2026-08-19T10:50:02.163124+00:00,2026-08-19T10:50:02.163124+00:00,EMPLOYEE
EMP002856,chetan.thakur.2856@company.com,Exited,2025-09-12,6a858a6ce44c4693789d8eea,chetan.thakur.2856@company.com,2026-08-19T10:50:05.552205+00:00,2026-08-19T10:50:05.552205+00:00,EMPLOYEE
EMP002965,sahana.roy.2965@company.com,Exited,2022-06-07,6a858a6ce44c4693789d8ef2,sahana.roy.2965@company.com,2026-08-19T10:50:07.563830+00:00,2026-08-19T10:50:07.563830+00:00,EMPLOYEE
EMP002441,shalini.banerjee.2441@company.com,Exited,2023-01-09,6a858a6ce44c4693789d8ef8,shalini.banerjee.2441@company.com,2026-08-19T10:50:09.107938+00:00,2026-08-19T10:50:09.107938+00:00,EMPLOYEE
EMP002848,akash.agarwal.2848@company.com,Exited,2020-10-07,6a858a6ce44c4693789d8f12,akash.agarwal.2848@company.com,2026-08-19T10:50:18.330967+00:00,2026-08-19T10:50:18.330967+00:00,EMPLOYEE
